Project Name,Promoter Name,Last Modified Date,Certificate,Certificate Date,Do you have any Past Experience ?,Pin Code,Office Number,Website URL,Project Status,Proposed Date of Completion,Revised Proposed Date of Completion,Litigations related to the project ?,Project Type,Are there any Co-Promoters (as defined by MahaRERA Order) in the project ?,Division,District,Taluka,Village,Pin Code,Area(In sqmts),Total Building Count,Aggregate area(In sqmts) of recreational open space,Built-up-Area as per Proposed FSI (In sqmts),Built-up-Area as per Approved FSI (In sqmts),TotalFSI,Bank Name,IFSC Code,Community Buildings Available,Community Buildings Percent,Number of Slab of Super Structure,Number of Open Parking,Number of Closed Parking,Carpet Area (in Sqmts),Excavation,X number of Slabs of Super Structure,"Installation of lifts, water pumps, Fire Fighting Fittings and Equipment as per CFO NOC, Electrical fittings to Common Areas, electro, mechanical equipment, Compliance to conditions of environment /CRZ NOC, Finishing to entrance lobby/s, plinth protection, paving of areas appurtenant to Building/Wing, Compound Wall and all other requirements as may be required to Obtain Occupation /Completion Certificate",Number of Apartment,Number of Booked Apartment,NOA(0-30),NOBA(0-30),NOA(31-45),NOBA(31-45),NOA(46-60),NOBA(46-60),NOA(61-90),NOBA(61-90),NOA(91-120),NOBA(91-120),NOA(121-150),NOBA(121-150),NOA(151-200),NOBA(151-200),NOA(>200),NOBA(>200),1RK,B1RK,1BHK,B1BHK,2BHK,B2BHK,3BHK,B3BHK,4BHK,B4BHK,5BHK & MORE,B5BHK & MORE,SHOP,BSHOP,BUNGLOW,BBUNGLOW,OFFICE,BOFFICE,OTHERS,BOTHERS,FORM 4,CONVEYANCE
NEW ERA C,M/s. YOGI DEVELOPERS CORPORATION,02/03/2023,P51700014365,27/11/2017,Yes,400053,2266984000,ajmeranewera.com,New Project,30/12/2021,,No,Others,No,Konkan,Thane,Kalyan,Kalyan-Dombivali (M Corp.),421201,66322.17,1,10178.39,6820.93,0,6820.93,HDFC Bank,HDFC0000060,NO,0,23,56,0,6453.35,100,100,,144,144,7,7,90,90,45,45,2,2,0,0,0,0,0,0,0,0,0,0,84,84,42,42,0,0,0,0,0,0,0,0,0,0,0,0,18,18,YES,NO
VARUN APARTMENT,V N DEVELOPERS,27/12/2017,P51700014789,02/01/2018,Yes,421403,2527232181,,New Project,30/12/2022,,No,Residential,No,Konkan,Thane,Shahapur,Kinhavali,421403,2391.9,1,400.76,2391.9,0,2391.9,bank of badoda,BARB0KINHAV,NO,0,5,2,1,1873.44,0,0,,44,0,0,0,0,28,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,NO,NO
Shivam Greens,M.K.DEVELOPERS,23/09/2022,P51700014478,04/12/2017,Yes,421003,2512690000,,New Project,30/12/2023,,Yes,Residential,No,Konkan,Thane,Ambarnath,Badlapur (M Cl),421503,3303,1,0,4290.33,0,4290.33,UNION BANK OF INDIA,UBIN0932906,NO,0,11,0,11,3582.09,100,50,,117,40,22,79,17,37,0,0,0,0,0,0,0,0,0,0,1,1,0,0,77,23,18,16,0,0,0,0,0,0,21,0,0,0,0,0,1,1,YES,NO
NIRMAN HEIGHTS,Nirman Habitats,05/08/2021,P51700014538,08/12/2017,No,421301,2512304791,,New Project,31/08/2018,,No,Others,No,Konkan,Thane,Kalyan,Chikanghar,421301,304.34,1,0,296.08,119.13,415.21,TJSB BANK LTD,TJSB0000058,NO,0,8,0,0,4888.24,100,100,,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,NO,NO
SATVIK E WING,JIGAR ENTERPRISES,05/10/2019,P51700014720,26/12/2017,Yes,400086,91981909000,,New Project,01/12/2019,,No,Residential,No,Konkan,Thane,Ambarnath,Badlapur (M Cl),421503,702.33,1,0,842.79,0,842.79,HDFC BANK,HDFC0001473,NO,0,5,4,1,720.2,100,100,,16,7,0,0,2,4,5,12,0,0,0,0,0,0,0,0,0,0,0,0,4,2,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,NO
SEASONS GREEN,JAI BALAJI SAI REALTORS,18/04/2024,P51700051575,27/06/2023,No,421301,9022666888,,New Project,31/12/2027,,No,Others,No,Konkan,Thane,Kalyan,Kalyan-Dombivali (M Corp.),421301,12965,8,0,22216.16,0,22216.16,AXIS BANK LTD,UTIB0001153,NO,0,7,0,0,15233.1,37.5,0,,489,7,5,355,2,134,0,0,0,0,0,0,0,0,0,0,0,0,1,0,341,5,87,2,0,0,0,0,0,0,60,0,0,0,0,0,0,0,NO,NO
Bayview Signature,SAMP CONSTRUCTIONS LLP,12/04/2024,P51700051142,30/05/2023,No,400703,9820585378,,New Project,31/03/2027,,No,Residential,No,Konkan,Thane,Thane,Navi Mumbai (M Corp.),400705,1200,1,0,3835.95,0,3835.95,Kotak Mahindra Bank,KKBK0000669,NO,0,14,9,60,2132.76,0,0,,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,7,1,NO,NO
Om Prathamesh Co-op HSG Society LTD,SHREE SAI INFRA,26/04/2024,P51700050676,28/04/2023,No,421202,9819842147,,New Project,30/06/2026,,No,Residential,Yes,Konkan,Thane,Kalyan,DOMBIVLI,421202,568.56,1,0,2544.77,0,2544.77,IDBI BANK,IBKL0000617,NO,0,8,0,28,1990.29,100,5,,47,14,0,0,3,32,11,15,0,0,0,0,0,0,0,0,0,0,0,0,32,3,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO
SKYRISE RESIDENCY,NISHITH SUBANDHU LUHAR,27/01/2024,P51700051261,08/06/2023,No,421501,94215401000,,New Project,30/07/2025,,No,Residential,No,Konkan,Thane,Ambarnath,Ambarnath(M Cl),421501,472.5,1,0,1281,0,1281,IDBI BANK,IBKL0000457,NO,0,6,28,1,1045.02,0,0,,18,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO
CHANGUNA AANGAN,SAMRIN INFRASTRUCTURE,01/04/2024,P51700051386,08/06/2023,No,400612,2225812299,,New Project,31/12/2025,,No,Others,Yes,Konkan,Thane,Thane,Thane (M Corp.),400612,4450,1,0,18884.51,0,18884.51,IDBI BANK,IBKL0000587,NO,0,19,449,1,10269.3,100,0,,280,36,21,113,7,78,7,87,1,2,0,0,0,0,0,0,0,0,0,0,182,21,87,7,0,0,0,0,0,0,11,8,0,0,0,0,0,0,NO,NO
RUSTOMJEE LA VIE WING A,Kapstone Constructions Private Limited,20/04/2024,P51700050803,03/05/2023,Yes,400069,2266766888,www.rustomjeeurbania-thane.in,New Project,31/12/2028,,Yes,Residential,Yes,Konkan,Thane,Thane,Thane (M Corp.),400601,3320,1,146,45618.85,2466.99,48085.84,Standard Chartered Bank,SCBL0036085,NO,0,55,0,650,30697.98,0,0,,529,158,0,0,0,0,86,313,72,216,0,0,0,0,0,0,0,0,0,0,0,0,518,149,11,9,0,0,0,0,0,0,0,0,0,0,529,158,NO,NO
SHREEJI NX,SHREE GANESHKRUPA CONSTRUCTION,05/02/2024,P51700053885,08/12/2023,No,421301,8888187111,,New Project,30/06/2026,,No,Residential,Yes,Konkan,Thane,Kalyan,Kalyan,421103,2200,1,340,1774.78,0,1774.78,BANK OF BARODA,BARB0VARAPG,NO,0,7,0,23,1631.91,100,20,,42,0,0,0,0,28,0,14,0,0,0,0,0,0,0,0,0,0,0,0,28,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO
PRISM PARK,SATGURU ENTERPRISES,23/02/2024,P51700019906,13/03/2019,No,421003,2512580111,,New Project,30/12/2025,,No,Residential,No,Konkan,Thane,Ulhasnagar,Ulhasnagar (M Corp.),421003,3717.6,3,371.76,10155,0,10155,HDFC BANK,HDFC0009159,YES,30,8,27,4,5309.5,66.6666666666667,66.6666666666667,,91,0,0,0,0,21,0,42,0,28,0,0,0,0,0,0,0,0,0,0,14,0,49,0,28,0,0,0,0,0,0,0,0,0,0,0,91,0,YES,NO
IMPERIAL TOWER A1,UNIQUE BUILDCORN BUILDERS & DEVELOPERS,21/01/2023,P51700019554,08/02/2019,No,400612,8422028000,,New Project,30/12/2024,,No,Others,No,Konkan,Thane,Thane,Thane (M Corp.),400612,950,1,2543.04,723.96,2638.8,3362.76,ICICI BANK,ICIC0001887,YES,100,19,0,1,1828.03,0,0,,46,0,0,0,0,20,0,26,0,0,0,0,0,0,0,0,0,0,0,0,20,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,NO,NO
INDRADHANUSH,SONAM HOMES PRIVATE LIMITED,13/04/2024,P51700019830,05/03/2019,No,401105,2228147484,,New Project,30/10/2024,,No,Others,No,Konkan,Thane,Thane,Mira-Bhayandar (M Corp.),401107,8790.05,3,1276.6,14640.24,0,14640.24,AXIS BANK,UTIB0003146,YES,0,30,34,195,25270.24,34,85,,364,121,0,0,0,14,0,0,121,350,0,0,0,0,0,0,0,0,0,0,0,0,350,121,0,0,0,0,0,0,14,0,0,0,0,0,0,0,NO,NO
VIRAT OZONE,DEIV ENTERPRISES,02/08/2021,P51700019826,05/03/2019,Yes,421201,2512863842,,New Project,30/12/2021,,No,Others,Yes,Konkan,Thane,Kalyan,Kalyan-Dombivali (M Corp.),421201,500,1,0,904.95,160,1064.95,Bank Of Baroda,BARB0DOMBIV,NO,0,8,0,0,850,0,0,,22,12,6,9,0,1,6,11,0,1,0,0,0,0,0,0,0,0,0,0,2,0,10,6,0,0,0,0,0,0,7,4,0,0,0,0,3,2,YES,NO
Uma Ashish A Wing,Uma Housing,08/10/2020,P51700018549,13/11/2018,No,421503,2225910011,,New Project,31/12/2019,,No,Residential,No,Konkan,Thane,Ambarnath,Ambarnath(M Cl),421503,1250,1,0,1250,0,1250,Kotak Mahindra Bank,KKBK0001349,NO,0,5,0,0,1212.35,100,0,,33,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,NO
KASHIKAR RESIDENCY,LAUKIK BUILDCON,20/05/2021,P51700018718,27/11/2018,No,421302,2512424934,,New Project,30/04/2021,,No,Mixed (Plots & Buildings),No,Konkan,Thane,Bhiwandi,Bhiwandi (M Corp.),421302,905.38,1,905.38,868.84,625.03,1493.87,INIDAN BANK,IDIB000B050,NO,0,5,3,1,1378.32,100,20,,49,2,1,38,1,11,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2,NO,NO
SAI CRYSTAL-B WING,Shraddha Corporation,22/11/2022,P51700019391,29/01/2019,Yes,421501,2516566555,www.singhconstructions.in,New Project,30/11/2020,,No,Residential,No,Konkan,Thane,Ambarnath,Ambarnath(M Cl),421501,2201.53,1,315,429.6,0,429.6,IDBI Bank,IBKL0000457,NO,0,5,0,0,407.24,100,0,,10,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,NO
RAUNAK CITY SECTOR IV - D3,RAUNAK CORPORATION,05/01/2024,P51700019790,05/03/2019,Yes,400002,2225847000,www.raunakgroup.com,New Project,30/12/2024,,Yes,Residential,No,Konkan,Thane,Kalyan,adharwadi,421301,737.05,1,0,5903.09,0,5903.09,ICICI BANK,ICIC0000035,YES,100,23,0,1,5921,100,100,,128,128,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,NO
RAUNAK CITY SECTOR IV - D4,RAUNAK CORPORATION,05/01/2024,P51700019962,15/03/2019,Yes,400002,2225847000,www.raunakgroup.com,New Project,30/06/2025,,Yes,Residential,No,Konkan,Thane,Kalyan,adharwadi,421301,583.73,1,0,4520.03,0,4520.03,ICICI BANK,ICIC0000035,YES,100,23,0,1,4380.2,100,100,,128,120,0,0,120,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,NO
VEDANT RESIDENCY,VEDANT INFRASTRUCTURES,29/04/2023,P51700019024,28/12/2018,No,421501,9820524974,,New Project,30/12/2021,,No,Residential,No,Konkan,Thane,Ambarnath,Badlapur (M Cl),421503,610,1,0,730.32,0,730.32,HDFC BANK,HDFC0000816,NO,0,5,60,0,595.84,100,100,,24,24,22,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14,14,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,NO
MAHANT CHAMBERS,MAHANT CONSTRUCTION LLP,01/10/2022,P51700018730,29/11/2018,No,400053,2265551818,,New Project,30/12/2023,,No,Commercial,No,Konkan,Thane,Thane,Thane (M Corp.),400604,1523,1,0,2957.93,0,2957.93,AXIS BANK,UTIB0000395,NO,0,7,14,54,2486.49,100,100,,87,34,32,60,2,22,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,80,34,0,0,YES,NO
THARWANI MAJESTIC TOWERS PHASE II,ANIL HARDASMAL THARWANI,26/02/2024,P51700023872,09/01/2020,Yes,421301,2512281030,www.tharwanirealty.com,New Project,30/12/2026,,No,Residential,No,Konkan,Thane,Kalyan,Kalyan-Dombivali (M Corp.),421301,7500,1,3377.74,7558.03,2591.71,10149.74,BANK OF BARODA,BARB0KHADAK,NO,0,39,0,464,22947.17,100,0,,262,39,8,16,1,9,0,2,0,1,30,234,0,0,0,0,0,0,0,0,0,0,0,0,234,30,0,0,0,0,16,9,0,0,12,0,0,0,NO,NO
AMBER AVIGHNA,AMBER BUILDERS & DEVELOPERS,06/03/2023,P51700022980,06/11/2019,No,421501,2512604635,,New Project,30/12/2022,,No,Commercial,No,Konkan,Thane,Ambarnath,,421503,321.9,1,321.9,538.66,0,538.66,ANDHRA BANK,ANDB0002681,NO,0,5,9,0,522.59,1,100,,16,15,9,9,3,4,2,2,0,0,0,0,1,1,0,0,0,0,3,3,6,5,0,0,0,0,0,0,0,0,6,6,0,0,1,1,0,0,YES,NO
ISHWAR PRIDE,ISHWAR ENTERPRISES,19/12/2023,P51700022926,01/11/2019,Yes,421501,8424095550,,New Project,30/05/2022,,No,Others,No,Konkan,Thane,Ambarnath,Ambarnath(M Cl),421501,760.88,1,0,1215,0,1215,IDBI BANK,IBKL0000457,NO,0,4,0,0,994.02,100,100,,35,27,7,11,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,22,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,YES,YES
THANSIT CENTRAL DAFFODIL SECTOR B,MITTAL PAINTERIOR REALTY LLP,01/04/2024,P51700023246,06/12/2019,No,400021,,,New Project,30/12/2024,,Yes,Others,Yes,Konkan,Thane,Shahapur,Lahe,421603,4793.25,1,0,6919.45,0,6919.45,IDBI BANK LTD,IBKL0000004,YES,0,5,0,0,5579.93,0,0,,200,0,0,153,0,45,0,0,0,2,0,0,0,0,0,0,0,0,55,0,141,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,YES,NO
JAYRAM MALI COMPLEX,M/S EKVEERA CONSTRUCTIONS,16/12/2019,P51700023739,03/01/2020,No,421306,8855882778,,New Project,30/05/2025,,No,Others,Yes,Konkan,Thane,Kalyan,KATEMANEVALI,421306,1920,2,3315.12,3315.12,0,3315.12,BANK OF MAHARASHTRA,MAHB0001076,NO,0,7,14,6,3320.1,0,0,,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,6,1,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0,NO,NO
SARVODAY ONYX,SARVODAY COMBINE,05/03/2024,P51700023599,20/12/2019,No,421201,9892398305,,New Project,30/03/2024,,No,Residential,Yes,Konkan,Thane,Kalyan,Kalyan,421301,2250,1,425,5509.92,1200,6709.92,AXIS BANK LTD,UTIB0000574,NO,0,22,50,1,6740.77,100,100,,163,22,0,0,15,105,7,51,0,6,0,1,0,0,0,0,0,0,0,0,120,15,42,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,NO
N G GRAND PLAZA PHASE II,OM NAMAH SHIVAY DEVELOPERS PRIVATE LIMITED,09/10/2021,P51700021598,15/07/2019,No,400023,2266236300,,New Project,30/09/2019,,No,Residential,No,Konkan,Thane,Thane,Navi Mumbai (M Corp.),400701,5265.39,2,0,7891.1,0,7891.1,Kotak Mahindra Bank,KKBK0000957,NO,0,40,0,104,8109.23,100,100,,137,0,0,0,0,2,0,64,0,71,0,0,0,0,0,0,0,0,0,0,0,0,66,0,71,0,0,0,0,0,0,0,0,0,0,0,137,0,YES,NO
Moosa Residency,M S Developers,22/01/2024,P51700023083,29/11/2019,No,421503,2512702461,,New Project,31/07/2023,,No,Residential,No,Konkan,Thane,Ambarnath,Badlapur (M Cl),421506,1079.7,1,0,1080,0,1080,50200040190580,HDFC0001806,NO,0,5,0,1,995.39,100,100,,36,6,1,11,5,22,0,3,0,0,0,0,0,0,0,0,0,0,1,0,22,5,3,0,0,0,0,0,0,0,10,1,0,0,0,0,18,3,NO,NO
PRAPTI,PRAPTI ENTERPRISES,22/07/2019,P51700021799,29/07/2019,No,421503,8898261108,,New Project,27/06/2022,,No,Residential,No,Konkan,Thane,Ambarnath,,421503,311.87,1,311.87,393.42,0,393.42,IDBI BANK,IBKL0000661,NO,0,5,1,0,299.53,100,100,,12,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,NO,NO
OM SHREE VIGHNESH,M/S TRIMURTI HOMES,17/08/2019,P51700022052,25/08/2019,No,421202,9004171700,,New Project,30/12/2023,,No,Others,No,Konkan,Thane,Kalyan,,421605,482.44,1,0,482.44,0,482.44,RBL BANK LIMITED,RATN0000081,NO,0,5,0,1,429.13,0,0,,22,0,0,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,NO,NO
PRIDE TOWER,SHREE GAJANAN BUILDERS & DEVELOPERS,23/04/2024,P51700017892,24/09/2018,No,421301,2512325232,,New Project,30/06/2021,,No,Others,Yes,Konkan,Thane,Shahapur,,421604,2711.35,3,231.23,4137.68,0,4137.68,THE JALGAON PEOPLES CO OP BANK LTD,JPCB0000027,NO,0,8,0,61,3071.25,100,100,,107,44,9,46,27,49,8,12,0,0,0,0,0,0,0,0,0,0,0,0,43,23,18,13,0,0,0,0,0,0,16,8,0,0,30,0,0,0,NO,NO
KRUSHNAI HEIGHTS,Krushnai Builders & Developers,07/02/2024,P51700018679,27/11/2018,Yes,421204,2512871168,,New Project,30/12/2024,,No,Others,No,Konkan,Thane,Kalyan,DOMBIVLI,421204,1950,1,184.5,1875.32,1875.32,3750.64,KOTAK MAHINDRA BANK,KKBK0001416,NO,0,14,35,32,3093.74,0,0,,85,29,0,1,21,70,8,14,0,0,0,0,0,0,0,0,0,0,0,0,68,21,14,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,NO,NO
ROYAL HEIGHTS,SHREE GANESH ENTERPRISES,15/06/2023,P51700018209,15/10/2018,No,421605,2512861928,,New Project,31/01/2023,,No,Others,No,Konkan,Thane,Kalyan,Titwala,421605,3225.91,2,600,3223.91,2435.3,5659.21,BANK OF MAHARASHTRA,MAHB0000192,NO,0,8,26,1,10417.85,100,92.5,,141,102,0,0,50,78,3,12,14,16,6,6,9,9,20,20,0,0,0,0,115,87,26,15,0,0,0,0,0,0,0,0,0,0,0,0,37,37,YES,NO
Regency Anantam Phase I,REGENCY NIRMAN LTD,15/01/2024,P51700017874,24/09/2018,Yes,421002,2512560003,,New Project,30/03/2022,,No,Others,No,Konkan,Thane,Kalyan,Dawadi,421201,92657.33,8,19141.3,93607.24,0,93607.24,The Saraswat Co operative Bank Ltd,SRCB0000281,YES,100,26,0,1,70227.6,87.5,100,,1327,1299,14,39,367,368,918,920,0,0,0,0,0,0,0,0,0,0,0,0,368,367,920,918,0,0,0,0,0,0,0,0,0,0,0,0,39,14,YES,NO
SAI KRUPA CONSTRUCTIONS,SAI KRUPA CONSTRUCTIONS,23/05/2018,P51700016687,05/06/2018,No,400605,2225472424,,New Project,30/12/2024,,No,Residential,Yes,Konkan,Thane,Thane,Thane (M Corp.),400605,1241.78,1,0,1159.75,495,1654.75,STATE BANK OF INDIA,SBIN0009056,NO,0,5,34,1,1180.25,0,0,,29,0,0,4,0,20,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,NO,NO
FLOWERVALLEY,SIDDHIVINAYAK ENTERPRISES,26/10/2023,P51700016519,21/05/2018,No,421301,2229833068,,New Project,30/12/2021,,No,Residential,Yes,Konkan,Thane,Shahapur,Asangaon (CT),421601,15400,2,1385.55,2910.56,404,3314.56,INDUSIND BANK,INDB0000154,NO,0,5,0,8,2677.52,100,50,,72,8,0,0,8,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO
SIDDHI VINAYAK RESIDENCY,RAINBOW DEVELOPERS,29/06/2018,P51700017031,04/07/2018,No,421302,8668646549,,On-Going Project,30/06/2022,30/06/2023,No,Residential,Yes,Konkan,Thane,Bhiwandi,Bhiwandi (M Corp.),421305,8460,2,0,,7030,7030,AXIS BANK LTD,UTIB0003387,NO,0,11,23,1,3011.42,100,45,,84,0,0,51,0,16,0,17,0,0,0,0,0,0,0,0,0,0,0,0,67,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO
SNEHAL PARADISE WING A,M/S KRISHNA DEVELOPERS,30/09/2022,P51700016624,25/05/2018,No,421503,2225825888,,New Project,31/01/2020,,No,Residential,No,Konkan,Thane,Ambarnath,Badlapur (M Cl),421503,2000,1,0,2000,0,2000,GOPINATH PATIL PARSIK JANTA SAHAKARI BANK LTD,PJSB0000034,NO,0,5,1,0,311163.05,100,60,,8172,2244,603,2033,1232,4096,409,2043,0,0,0,0,0,0,0,0,0,0,0,0,6129,1835,2043,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,NO
SHISHODIA ARCADE PHASE II,JAGATVIRSINGH HARPALSINGH SHISHODIA,23/05/2018,P51700016621,25/05/2018,No,421301,9320726283,,New Project,29/08/2024,,No,Residential,No,Konkan,Thane,Kalyan,Kalyan-Dombivali (M Corp.),421301,2640,1,0,1377.66,806.75,2184.41,CANARA BANK,CNRB0000230,NO,0,6,0,0,756.5,0,0,,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO
SHAFIQUE KHATIMITI TOWER,RAMEEZ SHAHNAWAZ MAJEED,07/04/2021,P51700016708,05/06/2018,Yes,421301,9820656519,,New Project,30/12/2021,,No,Others,No,Konkan,Thane,Kalyan,Kalyan-Dombivali (M Corp.),421301,293.5,1,0,671,0,671,HDFC BANK LTD,HDFC0000194,NO,0,8,0,3,577.2,0,0,,22,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,YES,NO
Upper Thane - Sereno D and E,MACROTECH DEVELOPERS LIMITED,27/02/2024,P51700014770,02/01/2018,No,400001,2261334761,,New Project,30/03/2023,,No,Residential,No,Konkan,Thane,Bhiwandi,Surai,421302,2001.56,2,906.66,12584.97,1258.49,13843.46,Andhra Bank,ANDB0000627,YES,100,20,35,82,10248.39,100,100,,225,190,0,1,80,111,110,113,0,0,0,0,0,0,0,0,0,0,0,0,86,63,138,127,0,0,0,0,0,0,0,0,0,0,0,0,46,42,YES,NO
Ramkrishna Niketan,Yash Govinda Build Infra LLP,31/03/2023,P51700015764,22/03/2018,No,400602,2225395049,,New Project,30/12/2020,,No,Others,No,Konkan,Thane,Thane,Thane (M Corp.),400602,689.8,1,0,690.36,432.64,1123,Union Bank of India,UBIN0562963,NO,0,7,1,0,1535.3,100,80,,38,9,4,12,4,14,1,6,0,5,0,0,0,0,0,1,0,0,5,0,12,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,38,9,YES,NO
Panvelkar Estate - Stanford - Phase-II,Panvelkar Infrastructures Private Limited,20/04/2024,P51700014842,08/01/2018,Yes,421501,2512600034,www.panvelkar.in,New Project,25/05/2022,,No,Residential,No,Konkan,Thane,Ambarnath,Badlapur (M Cl),421503,7900,1,790,14863.51,0,14863.51,ICICI BANK,ICIC0001067,NO,0,13,0,0,3122.93,100,100,,129,126,111,112,15,17,0,0,0,0,0,0,0,0,0,0,0,0,13,13,102,100,0,0,0,0,0,0,0,0,14,13,0,0,0,0,0,0,NO,NO
BALAJI SHRUSHTI,VARSHA BUILDCON,06/04/2023,P51700014837,08/01/2018,Yes,400614,2227565742,,New Project,30/12/2022,,No,Residential,No,Konkan,Thane,Thane,Navi Mumbai (M Corp.),400706,1974.91,1,0,2958.68,0,2958.68,HDFC BANK,HDFC0001028,NO,0,18,0,84,2749.16,100,70,,51,23,3,3,3,7,12,19,5,22,0,0,0,0,0,0,0,0,0,0,1,0,19,12,22,5,0,0,0,0,3,3,0,0,0,0,6,3,YES,YES
SUSHAN,VENUS REALTORS,22/04/2022,P51700015064,23/01/2018,Yes,400602,,,New Project,30/12/2022,,No,Residential,No,Konkan,Thane,Thane,Thane (M Corp.),400602,576.1,1,0,662.51,547.81,1210.32,THE COSMOS COOPERATIVE BANK,COSB0000040,NO,0,7,0,22,1210.32,50,0,,10,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,6,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,YES,NO
Plan M Business PArk,Nagesh Buildtech LLP,18/03/2024,P51700023125,02/12/2019,Yes,400706,2227630200,,New Project,01/11/2025,,No,Commercial,No,Konkan,Thane,Thane,,400706,10010,1,0,10010,20020,30030,HDFC Bank Ltd,HDFC0000540,NO,0,4,0,8,32082.66,90,40,,465,432,0,0,253,258,158,164,0,1,0,0,0,0,0,0,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,416,27,16,NO,NO
Anmol Oasis,M/s Ekdant Housing,31/05/2022,P51700023557,19/12/2019,Yes,400602,2225425447,,New Project,31/07/2024,,Yes,Residential,No,Konkan,Thane,Thane,Thane (M Corp.),400602,1044.2,1,0,1561,135.83,1696.83,Thane Bharat Sahakari Bank Ltd,TBSB0000002,NO,0,8,42,22,1495.1,100,100,,45,37,17,20,13,17,5,6,2,2,0,0,0,0,0,0,0,0,18,16,16,12,6,5,2,2,0,0,2,2,3,2,0,0,0,0,0,0,YES,NO
POKHRIYAL PARADISE,POKHRIYAL AND ASSOCIATES,25/02/2022,P51700023364,12/12/2019,No,421503,,,New Project,30/10/2022,,No,Others,No,Konkan,Thane,Ambarnath,Badlapur (M Cl),421503,890.1,1,0,1149.66,0,1149.66,kotak mahindra Bank,KKBK0001349,NO,0,5,0,0,924.65,100,0,,42,18,18,38,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,4,20,9,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,YES,NO
